År;Församlings-kod;Kommun;Församling;Summa, inkl. kyrkoavgift;Summa, exkl. kyrkoavgift;Kommunal-skatt;Landstings-skatt;Begravnings-avgift;Kyrkoavgift
2021;2283;SOLLEFTEÅ;HELGUMS FÖRSAMLING;36.403;34.933;23.39;11.29;0.253;1.47
2021;2283;SOLLEFTEÅ;JUNSELE FÖRSAMLING;36.403;34.933;23.39;11.29;0.253;1.47
2021;2283;SOLLEFTEÅ;LÅNGSELE FÖRSAMLING;36.403;34.933;23.39;11.29;0.253;1.47
2021;2283;SOLLEFTEÅ;MULTRÅ-SÅNGA FÖRSAMLING;36.403;34.933;23.39;11.29;0.253;1.47
2021;2283;SOLLEFTEÅ;RAMSELE-EDSELE FÖRSAMLING;36.403;34.933;23.39;11.29;0.253;1.47
2021;2283;SOLLEFTEÅ;RESELE FÖRSAMLING;36.403;34.933;23.39;11.29;0.253;1.47
2021;2283;SOLLEFTEÅ;SOLLEFTEÅ FÖRSAMLING;36.403;34.933;23.39;11.29;0.253;1.47
2021;2283;SOLLEFTEÅ;ÅDALS-LIDENS FÖRSAMLING;36.403;34.933;23.39;11.29;0.253;1.47
2021;2283;SOLLEFTEÅ;ÖVERLÄNNÄS FÖRSAMLING;36.403;34.933;23.39;11.29;0.253;1.47
2021;2284;ÖRNSKÖLDSVIK;ANUNDSJÖ FÖRSAMLING;35.833;34.253;22.71;11.29;0.253;1.58
2021;2284;ÖRNSKÖLDSVIK;ARNÄS FÖRSAMLING;35.703;34.253;22.71;11.29;0.253;1.45
2021;2284;ÖRNSKÖLDSVIK;BJÖRNA FÖRSAMLING;35.753;34.253;22.71;11.29;0.253;1.50
2021;2284;ÖRNSKÖLDSVIK;GIDEÅ-TREHÖRNINGSJÖ FÖRSAMLING;35.703;34.253;22.71;11.29;0.253;1.45
2021;2284;ÖRNSKÖLDSVIK;GRUNDSUNDA FÖRSAMLING;35.753;34.253;22.71;11.29;0.253;1.50
2021;2284;ÖRNSKÖLDSVIK;MO FÖRSAMLING;35.753;34.253;22.71;11.29;0.253;1.50
2021;2284;ÖRNSKÖLDSVIK;NÄTRA FÖRSAMLING;35.723;34.253;22.71;11.29;0.253;1.47
2021;2284;ÖRNSKÖLDSVIK;SIDENSJÖ FÖRSAMLING;35.723;34.253;22.71;11.29;0.253;1.47
2021;2284;ÖRNSKÖLDSVIK;SJÄLEVADS FÖRSAMLING;35.753;34.253;22.71;11.29;0.253;1.50
2021;2284;ÖRNSKÖLDSVIK;SKORPEDS FÖRSAMLING;35.833;34.253;22.71;11.29;0.253;1.58
2021;2284;ÖRNSKÖLDSVIK;ÖRNSKÖLDSVIKS FÖRSAMLING;35.623;34.253;22.71;11.29;0.253;1.37
2021;2303;RAGUNDA;BORGVATTNETS FÖRSAMLING;36.523;35.173;23.22;11.70;0.253;1.35
2021;2303;RAGUNDA;FORS FÖRSAMLING;36.473;35.173;23.22;11.70;0.253;1.30
2021;2303;RAGUNDA;RAGUNDA FÖRSAMLING;36.473;35.173;23.22;11.70;0.253;1.30
2021;2303;RAGUNDA;STUGUNS FÖRSAMLING;36.523;35.173;23.22;11.70;0.253;1.35
2021;2305;BRÄCKE;BRÄCKE-NYHEMS FÖRSAMLING;36.968;35.343;23.39;11.70;0.253;1.625
2021;2305;BRÄCKE;HÄLLESJÖ-HÅSJÖ FÖRSAMLING;36.693;35.343;23.39;11.70;0.253;1.35
2021;2305;BRÄCKE;REVSUND, SUNDSJÖ, BODSJÖ FÖRSAMLING;36.968;35.343;23.39;11.70;0.253;1.625
2021;2309;KROKOM;ALSENS FÖRSAMLING;35.535;34.123;22.17;11.70;0.253;1.412
2021;2309;KROKOM;ASPÅS FÖRSAMLING;35.535;34.123;22.17;11.70;0.253;1.412
2021;2309;KROKOM;FÖLLINGEBYGDENS FÖRSAMLING;35.535;34.123;22.17;11.70;0.253;1.412
2021;2309;KROKOM;NÄSKOTTS FÖRSAMLING;35.535;34.123;22.17;11.70;0.253;1.412
2021;2309;KROKOM;OFFERDALS FÖRSAMLING;35.535;34.123;22.17;11.70;0.253;1.412
2021;2309;KROKOM;RÖDÖNS FÖRSAMLING;35.535;34.123;22.17;11.70;0.253;1.412
2021;2309;KROKOM;ÅS FÖRSAMLING;35.535;34.123;22.17;11.70;0.253;1.412
2021;2313;STRÖMSUND;BODUMS FÖRSAMLING;36.673;35.173;23.22;11.70;0.253;1.50
2021;2313;STRÖMSUND;FJÄLLSJÖ FÖRSAMLING;36.673;35.173;23.22;11.70;0.253;1.50
2021;2313;STRÖMSUND;FROSTVIKENS FÖRSAMLING;36.673;35.173;23.22;11.70;0.253;1.50
2021;2313;STRÖMSUND;GÅXSJÖ FÖRSAMLING;36.673;35.173;23.22;11.70;0.253;1.50
2021;2313;STRÖMSUND;HAMMERDALS FÖRSAMLING;36.673;35.173;23.22;11.70;0.253;1.50
2021;2313;STRÖMSUND;STRÖM-ALANÄS FÖRSAMLING;36.673;35.173;23.22;11.70;0.253;1.50
2021;2313;STRÖMSUND;TÅSJÖ FÖRSAMLING;36.673;35.173;23.22;11.70;0.253;1.50
2021;2321;ÅRE;KALLS FÖRSAMLING;35.573;34.173;22.22;11.70;0.253;1.40
2021;2321;ÅRE;UNDERSÅKERS FÖRSAMLING;35.573;34.173;22.22;11.70;0.253;1.40
2021;2321;ÅRE;VÄSTRA STORSJÖBYGDENS FÖRSAMLING;35.573;34.173;22.22;11.70;0.253;1.40
2021;2321;ÅRE;ÅRE FÖRSAMLING;35.573;34.173;22.22;11.70;0.253;1.40
2021;2326;BERG;BERGS FÖRSAMLING;35.973;34.473;22.52;11.70;0.253;1.50
2021;2326;BERG;HACKÅS FÖRSAMLING;35.973;34.473;22.52;11.70;0.253;1.50
2021;2326;BERG;OVIKEN-MYSSJÖ FÖRSAMLING;35.973;34.473;22.52;11.70;0.253;1.50
2021;2326;BERG;RÄTAN-KLÖVSJÖ FÖRSAMLING;35.973;34.473;22.52;11.70;0.253;1.50
2021;2326;BERG;ÅSARNE FÖRSAMLING;35.973;34.473;22.52;11.70;0.253;1.50
2021;2361;HÄRJEDALEN;HEDEBYGDENS FÖRSAMLING;36.273;34.423;22.47;11.70;0.253;1.85
2021;2361;HÄRJEDALEN;SVEGSBYGDENS FÖRSAMLING;36.273;34.423;22.47;11.70;0.253;1.85
2021;2361;HÄRJEDALEN;TÄNNÄS-LJUSNEDALS FÖRSAMLING;36.273;34.423;22.47;11.70;0.253;1.85
2021;2361;HÄRJEDALEN;YTTERHOGDALS, ÖVERHOGDALS O ÄNGERSJÖ;36.273;34.423;22.47;11.70;0.253;1.85
2021;2380;ÖSTERSUND;BRUNFLO FÖRSAMLING;35.373;33.973;22.02;11.70;0.253;1.40
2021;2380;ÖSTERSUND;FRÖSÖ, SUNNE OCH NORDERÖ FÖRSAMLING;35.173;33.973;22.02;11.70;0.253;1.20
2021;2380;ÖSTERSUND;HÄGGENÅS-LIT-KYRKÅS FÖRSAMLING;35.273;33.973;22.02;11.70;0.253;1.30
2021;2380;ÖSTERSUND;LOCKNE FÖRSAMLING;35.373;33.973;22.02;11.70;0.253;1.40
2021;2380;ÖSTERSUND;MARIEBY FÖRSAMLING;35.373;33.973;22.02;11.70;0.253;1.40
2021;2380;ÖSTERSUND;NÄS FÖRSAMLING;35.373;33.973;22.02;11.70;0.253;1.40
2021;2380;ÖSTERSUND;ÖSTERSUNDS FÖRSAMLING;35.143;33.973;22.02;11.70;0.253;1.17
2021;2401;NORDMALING;NORDMALINGS FÖRSAMLING;35.953;34.853;23.25;11.35;0.253;1.10
2021;2403;BJURHOLM;BJURHOLMS FÖRSAMLING;35.763;34.753;23.15;11.35;0.253;1.01
2021;2404;VINDELN;VINDELNS FÖRSAMLING;36.423;35.203;23.60;11.35;0.253;1.22
2021;2409;ROBERTSFORS;BYGDEÅ FÖRSAMLING;35.923;34.753;23.15;11.35;0.253;1.17
2021;2417;NORSJÖ;NORSJÖ FÖRSAMLING;35.953;34.953;23.35;11.35;0.253;1.00
2021;2418;MALÅ;MALÅ FÖRSAMLING;36.303;34.953;23.35;11.35;0.253;1.35
2021;2421;STORUMAN;STENSELE FÖRSAMLING;36.153;34.703;23.10;11.35;0.253;1.45
2021;2421;STORUMAN;TÄRNA FÖRSAMLING;36.153;34.703;23.10;11.35;0.253;1.45
2021;2422;SORSELE;SORSELE FÖRSAMLING;36.553;35.203;23.60;11.35;0.253;1.35
2021;2425;DOROTEA;DOROTEA-RISBÄCKS FÖRSAMLING;36.853;35.403;23.80;11.35;0.253;1.45
2021;2460;VÄNNÄS;VÄNNÄS FÖRSAMLING;36.213;35.203;23.60;11.35;0.253;1.01
2021;2462;VILHELMINA;VILHELMINA FÖRSAMLING;36.453;35.003;23.40;11.35;0.253;1.45
2021;2463;ÅSELE;ÅSELE-FREDRIKA FÖRSAMLING;36.653;35.203;23.60;11.35;0.253;1.45
2021;2480;UMEÅ;HOLMSUNDS FÖRSAMLING;35.523;34.403;22.80;11.35;0.253;1.12
2021;2480;UMEÅ;HÖRNEFORS FÖRSAMLING;35.553;34.403;22.80;11.35;0.253;1.15
2021;2480;UMEÅ;SÄVAR-HOLMÖNS FÖRSAMLING;35.618;34.403;22.80;11.35;0.253;1.215
2021;2480;UMEÅ;TAVELSJÖ FÖRSAMLING;35.413;34.403;22.80;11.35;0.253;1.01
2021;2480;UMEÅ;TEGS FÖRSAMLING;35.413;34.403;22.80;11.35;0.253;1.01
2021;2480;UMEÅ;UMEÅ LANDSFÖRSAMLING;35.413;34.403;22.80;11.35;0.253;1.01
2021;2480;UMEÅ;UMEÅ MARIA FÖRSAMLING;35.413;34.403;22.80;11.35;0.253;1.01
2021;2480;UMEÅ;UMEÅ STADSFÖRSAMLING;35.413;34.403;22.80;11.35;0.253;1.01
2021;2480;UMEÅ;ÅLIDHEMS FÖRSAMLING;35.413;34.403;22.80;11.35;0.253;1.01
2021;2481;LYCKSELE;LYCKSELE FÖRSAMLING;36.103;34.653;23.05;11.35;0.253;1.45
2021;2482;SKELLEFTEÅ;BUREÅ FÖRSAMLING;35.453;34.203;22.60;11.35;0.253;1.25
2021;2482;SKELLEFTEÅ;BURTRÄSKS FÖRSAMLING;35.483;34.203;22.60;11.35;0.253;1.28
2021;2482;SKELLEFTEÅ;BYSKE-FÄLLFORS FÖRSAMLING;35.263;34.203;22.60;11.35;0.253;1.06
2021;2482;SKELLEFTEÅ;JÖRN-BOLIDENS FÖRSAMLING;35.263;34.203;22.60;11.35;0.253;1.06
2021;2482;SKELLEFTEÅ;KÅGEDALENS FÖRSAMLING;35.263;34.203;22.60;11.35;0.253;1.06
2021;2482;SKELLEFTEÅ;LÖVÅNGERS FÖRSAMLING;35.483;34.203;22.60;11.35;0.253;1.28
2021;2482;SKELLEFTEÅ;SKELLEFTEÅ LANDSFÖRSAMLING;35.263;34.203;22.60;11.35;0.253;1.06
2021;2482;SKELLEFTEÅ;SKELLEFTEÅ S:T OLOVS FÖRSAMLING;35.263;34.203;22.60;11.35;0.253;1.06
2021;2482;SKELLEFTEÅ;SKELLEFTEÅ S:T ÖRJANS FÖRSAMLING;35.433;34.203;22.60;11.35;0.253;1.23
2021;2505;ARVIDSJAUR;ARVIDSJAURS FÖRSAMLING;35.643;34.393;22.80;11.34;0.253;1.25
2021;2506;ARJEPLOG;ARJEPLOGS FÖRSAMLING;36.343;35.093;23.50;11.34;0.253;1.25
2021;2510;JOKKMOKK;JOKKMOKKS FÖRSAMLING;35.843;34.543;22.95;11.34;0.253;1.30
2021;2513;ÖVERKALIX;ÖVERKALIX FÖRSAMLING;35.493;34.393;22.80;11.34;0.253;1.10
2021;2514;KALIX;KALIX FÖRSAMLING;35.043;34.143;22.55;11.34;0.253;0.90
2021;2518;ÖVERTORNEÅ;ÖVERTORNEÅ FÖRSAMLING;34.543;33.343;21.75;11.34;0.253;1.20
2021;2521;PAJALA;PAJALA FÖRSAMLING;36.25;34.993;23.40;11.34;0.253;1.257
2021;2523;GÄLLIVARE;GÄLLIVARE FÖRSAMLING;34.963;34.143;22.55;11.34;0.253;0.82
2021;2523;GÄLLIVARE;MALMBERGETS FÖRSAMLING;34.963;34.143;22.55;11.34;0.253;0.82
2021;2560;ÄLVSBYN;ÄLVSBY FÖRSAMLING;35.053;34.043;22.45;11.34;0.253;1.01
2021;2580;LULEÅ;LULEÅ DOMKYRKOFÖRSAMLING;35.063;34.093;22.50;11.34;0.253;0.97
2021;2580;LULEÅ;NEDERLULEÅ FÖRSAMLING;35.023;34.093;22.50;11.34;0.253;0.93
2021;2580;LULEÅ;RÅNEÅ FÖRSAMLING;35.313;34.093;22.50;11.34;0.253;1.22
2021;2581;PITEÅ;HORTLAX FÖRSAMLING;34.863;33.843;22.25;11.34;0.253;1.02
2021;2581;PITEÅ;NORRFJÄRDENS FÖRSAMLING;34.873;33.843;22.25;11.34;0.253;1.03
2021;2581;PITEÅ;PITEÅ FÖRSAMLING;34.763;33.843;22.25;11.34;0.253;0.92
2021;2582;BODEN;EDEFORS FÖRSAMLING;35.143;34.193;22.60;11.34;0.253;0.95
2021;2582;BODEN;GUNNARSBYNS FÖRSAMLING;35.143;34.193;22.60;11.34;0.253;0.95
2021;2582;BODEN;SÄVASTS FÖRSAMLING;35.143;34.193;22.60;11.34;0.253;0.95
2021;2582;BODEN;ÖVERLULEÅ FÖRSAMLING;35.143;34.193;22.60;11.34;0.253;0.95
2021;2583;HAPARANDA;HAPARANDA FÖRSAMLING;35.023;34.093;22.50;11.34;0.253;0.93
2021;2584;KIRUNA;JUKKASJÄRVI FÖRSAMLING;35.633;34.643;23.05;11.34;0.253;0.99
2021;2584;KIRUNA;KARESUANDO FÖRSAMLING;35.633;34.643;23.05;11.34;0.253;0.99
2021;2584;KIRUNA;VITTANGI FÖRSAMLING;35.633;34.643;23.05;11.34;0.253;0.99
